word,n_char,n_vowels
sześciofazowy,13,5
sześciogłowicowy,16,6
sześciogłowy,12,4
sześciogodzinny,15,5
sześciograniasty,16,6
sześcioipółgodzinny,19,7
sześcioipółkrotność,19,6
sześcioipółkrotny,17,6
sześcioipółletni,16,6
sześcioipółmiesięczny,21,9
sześcioipółmilionowy,20,9
sześcioipółtysięczny,20,8
sześcioizbowy,13,5
sześciokanałowy,15,6
sześciokąt,10,3
sześciokątność,14,4
sześciokątny,12,4
sześciokilogramowy,18,7
sześciokilometrowy,18,7
sześciokilowy,13,5
sześcioklasowy,14,5
sześcioklasówka,15,5
sześciokołowy,13,5
sześciokonny,12,4
sześciokrotność,15,4
sześciokrotny,13,4
sześciolatek,12,4
sześciolatek,12,4
sześciolatka,12,4
sześciolatki,12,4
sześciolecie,12,5
sześcioletni,12,4
sześcioliniowy,14,6
sześciolistny,13,4
sześcioliterowy,15,6
sześciolitrowy,14,5
sześciolufowy,13,5
sześciomecz,11,3
sześciometrowy,14,5
sześciomiarowy,14,6
sześciomiejscowy,16,6
sześciomiesięczny,17,7
sześciomilionowy,16,7
sześciomilowy,13,5
sześciominutowy,15,6
sześciomorgowy,14,5
sześciomorowy,13,5
sześcionogi,11,4
sześcionogie,12,5
sześcionożny,12,4
sześcioodcinkowy,16,6
sześcioosiowy,13,6
sześcioosobowy,14,6
sześciootworowy,15,6
sześciopak,10,3
sześciopalcowy,14,5
sześciopalczasty,16,5
sześciopienny,13,5
sześciopiętrowy,15,6
sześciopłytowy,14,5
sześciopokojowy,15,6
sześciopolowy,13,5
sześciopręcikowy,16,6
sześcioprocentowy,17,6
sześciopromienny,16,6
sześciopunktowy,15,5
sześcioraczki,13,4
sześcioraki,11,4
sześcioramienny,15,6
sześciorek,10,3
sześcioręki,11,4
sześcioro,9,3
sześciorzędowy,14,5
sześciosalowy,13,5
sześciostopniowo,16,6
sześciostopniowość,18,6
sześciostopniowy,16,6
sześciostopowy,14,5
sześciostronny,14,4
sześciostrunny,14,4
sześciostrunowy,15,5
sześciostrzałowy,16,5
sześciosylabowy,15,6
sześcioszpar,12,3
sześciościan,12,4
sześciotomowy,13,5
sześciotonowy,13,5
sześciotorowy,13,5
sześciotygodniowy,17,7
sześciotysięczny,16,6
sześciowartościowość,20,7
sześciowartościowy,18,7
sześciowersowy,14,5
sześciowęglowy,14,5
sześciowiekowy,14,6
sześciowiersz,13,4
sześciowierszowy,16,6
sześciowodny,12,4
sześciowodorotlenowy,20,8
sześciowymiarowy,16,7
sześciozakresowy,16,6
sześciozębny,12,4
sześciozębowy,13,5
sześciozgłoskowiec,18,6
sześciozgłoskowy,16,5
sześciozłotowy,14,5
sześciożyłowy,13,5
sześć,5,1
sześć,5,1
sześćdziesiąt,13,4
sześćdziesiątak,15,5
sześćdziesiątak,15,5
sześćdziesiątka,15,5
sześćdziesiąty,14,5
sześćdziesięciodwuletni,23,9
sześćdziesięcioelementowy,25,11
sześćdziesięciogodzinny,23,9
sześćdziesięciokrotny,21,8
sześćdziesięciolatek,20,8
sześćdziesięciolatek,20,8
sześćdziesięciolatka,20,8
sześćdziesięciolatki,20,8
sześćdziesięciolecie,20,9
sześćdziesięcioletni,20,8
sześćdziesięciominutowy,23,10
sześćdziesięcioosobowy,22,10
sześćdziesięcioośmioipółletni,29,13
sześćdziesięcioośmioletni,25,11
sześćdziesięciopięciolecie,26,13
sześćdziesięciopięcioletni,26,12
sześćdziesięcioro,17,7
sześćdziesięciowatowy,21,9
sześćkroć,9,2
sześćset,8,2
sześćsetka,10,3
sześćsetlecie,13,4
sześćsetletni,13,4
sześćsetny,10,3
szetland,8,2
szetland,8,2
szetlandzki,11,3
szetlandzkość,13,3
szew,4,1
szewc,5,1
szewcowa,8,3
szewcować,9,3
szewcować,9,3
szewcowina,10,4
szewcowina,10,4
szewcówna,9,3
szewczyk,8,2
szewczyna,9,3
szewczyna,9,3
szewek,6,2
szewielin,9,3
szewilować,10,4
szewiot,7,2
szewiot,7,2
szewiotowy,10,4
szewret,7,2
szewro,6,2
szewrolet,9,3
szewron,7,2
szewrowy,8,3
szewski,7,2
szewskość,9,2
szewstwo,8,2
szezlong,8,2
szibach,7,2
szibah,6,2
szibolet,8,3
szimoza,7,3
szinto,6,2
szintoista,10,4
szintoistka,11,4
szintoistyczny,14,5
szintoizm,9,3
szirotan,8,3
szisza,6,2
sziwa,5,2
szkafut,7,2
szkafutowy,10,4
szkafutowy,10,4
szkalować,9,3
szkalunek,9,3
szkandela,9,3
szkapa,6,2
szkapina,8,3
szkaplerz,9,2
szkapowaty,10,4
szkarada,8,3
szkaradnica,11,4
szkaradnieć,11,3
szkaradniej,11,3
szkaradniejszy,14,4
szkaradność,11,3
szkaradny,9,3
szkaradziejstwo,15,4
szkaradzieństwo,15,4
szkaradztwo,11,3
szkarlatyna,11,4
szkarlet,8,2
szkarłacica,11,4
szkarłat,8,2
szkarłatka,10,3
szkarłatkowate,14,5
szkarłatkowaty,14,5
szkarłatnica,12,4
szkarłatnieć,12,3
szkarłatnik,11,3
szkarłatnoczerwony,18,6
szkarłatnowłosy,15,5
szkarłatny,10,3
szkarłupień,11,3
szkarłupnie,11,3
szkarpa,7,2
szkatuła,8,3
szkatułeczka,12,4
szkatułka,9,3
szkatułkowy,11,4
szkic,5,1
szkicować,9,3
szkicownik,10,3
szkicowość,10,3
szkicowy,8,3
szkicówka,9,3
szkielecik,10,3
szkielet,8,2
szkieletowaty,13,5
szkieletowy,11,4
szkieletyzowanie,16,7
szkiełka,8,2
szkiełko,8,2
szkiełkowanie,13,5
szkier,6,1
szkierowy,9,3
szklak,6,1
szklaneczka,11,3
szklanica,9,3
szklanka,8,2
szklanokrystaliczny,19,6
szklanopodobny,14,5
szklany,7,2
szklarenka,10,3
szklarka,8,2
szklarki,8,2
szklarkowate,12,4
szklarkowaty,12,4
szklarnia,9,2
szklarniany,11,3
szklarniarz,11,2
szklarnictwo,12,3
szklarnik,9,2
szklarnikowate,14,5
szklarniowiec,13,4
szklarniowy,11,3
szklarski,9,2
szklarskoporębski,17,5
szklarskoporębskość,19,5
szklarskość,11,2
szklarstwo,10,2
szklarz,7,1
szklarz,7,1
szklenica,9,3
szklica,7,2
szklić,6,1
szkliniec,9,2
szklisto,8,2
szklistość,10,2
szklisty,8,2
szkliwiak,9,2
szkliwić,8,2
szkliwiernia,12,4
szkliwo,7,2
szkła,5,1
szkło,5,1
szkłoceramika,13,5
szkocka,7,2
szkocki,7,2
szkockość,9,2
szkoda,6,2
szkoda,6,2
szkodliwiej,11,3
szkodliwość,11,3
szkodliwszy,11,3
szkodliwy,9,3
szkodnictwo,11,3
szkodnik,8,2
szkodnik,8,2
szkodnikobójczo,15,5
szkodnikobójczy,15,5
szkodny,7,2
szkodować,9,3
szkodowość,10,3
szkodowy,8,3
szkody,6,2
szkodzić,8,2
szkojec,7,2
szkolak,7,2
szkolarski,10,3
szkolarskość,12,3
szkolarstwo,11,3
szkolenie,9,3
szkoleniowiec,13,5
szkoleniowość,13,4
szkoleniowy,11,4
szkolić,7,2
szkolisko,9,3
szkolniak,9,2
szkolnictwo,11,3
szkolny,7,2
szkoła,6,2
szkontrum,9,2
szkop,5,1
szkopek,7,2
szkopka,7,2
szkopski,8,2
szkopskość,10,2
szkopuł,7,2
szkorbut,8,2
szkot,5,1
szkotyzm,8,2
szkółka,7,2
szkółkarski,11,3
szkółkarskość,13,3
szkółkarstwo,12,3
szkółkarz,9,2
szkółkować,10,3
szkółkowy,9,3
szkrab,6,1
szkrabik,8,2
szkubek,7,2
szkuner,7,2
szkunerbark,11,3
szkuta,6,2
szkutnictwo,11,3
szkutniczy,10,3
szkutnik,8,2
szkwalisty,10,3
szkwał,6,1
szkwałowy,9,3
szla,4,1
szlaban,7,2
szlabanik,9,3
szlabanowy,10,4
szlachar,8,2
szlacharek,10,3
szlachcianeczka,15,4
szlachcianka,12,3
szlachcic,9,2
szlachciura,11,3
szlachecki,10,3
szlacheckość,12,3
szlachectwo,11,3
szlachetczyzna,14,4
szlachetka,10,3
szlachetnieć,12,3
szlachetniej,12,3
szlachetniejszy,15,4
szlachetność,12,3
szlachetny,10,3
szlachta,8,2
szlachtawa,10,3
szlachtować,11,3
szlachtuz,9,2
szlaczek,8,2
szlaczkoń,9,2
szlafmyca,9,3
szlafroczek,11,3
szlafrok,8,2
szlafrokowy,11,4
szlag,5,1
szlag,5,1
szlagier,8,2
szlagierowy,11,4
szlagon,7,2
szlagoński,10,3
szlagońskość,12,3
szlagwort,9,2
szlaja,6,2
szlajać,7,2
szlajer,7,2
szlak,5,1
szlaka,6,2
szlakować,9,3
szlakowy,8,3
szlakowy,8,3
szlam,5,1
szlamiarka,10,3
szlamiarnia,11,4
szlamik,7,2
szlamnik,8,2
szlamować,9,3
szlamowatość,12,4
szlamowaty,10,4
szlamownia,10,3
szlamownik,10,3
szlamowy,8,3
szlamówka,9,3
szlanga,7,2
szlara,6,2
szlarafia,9,3
szlarka,7,2
szlauch,7,2
szleja,6,2
szlem,5,1
szlemiczek,10,3
szlemik,7,2
szlemowy,8,3
szlezwicki,10,3
szlezwickość,12,3
szlic,5,1
szlich,6,1
szlichta,8,2
szlichtada,10,3
szlichtować,11,3
szlichtyngowianin,17,5
szlichtyngowianka,17,5
szlichtyngowski,15,4
szlichtyngowskość,17,4
szlif,5,1
szlifa,6,2
szlifibruk,10,3
szlifierczy,11,3
szlifierka,10,3
szlifiernia,11,4
szlifierski,11,3
szlifierskość,13,3
szlifierstwo,12,3
szlifierz,9,2
szlifować,9,3
szlifowy,8,3
szlify,6,2
szlify,6,2
szlips,6,1
szlir,5,1
szlira,6,2
szlisselburski,14,4
szloch,6,1
szlochać,8,2
szlochania,10,3
szlochanie,10,3
szlufka,7,2
szlug,5,1
szlumbergera,12,4
szlup,5,1
szlupbelka,10,3
szlus,5,1
szlusować,9,3
szłap,5,1
szłapak,7,2
szłyk,5,1
szmaciak,8,2
szmaciaki,9,3
szmacianka,10,3
szmaciany,9,3
szmaciara,9,3
szmaciarka,10,3
szmaciarnia,11,4
szmaciarski,11,3
szmaciarskość,13,3
szmaciarz,9,2
szmacić,7,2
szmaja,6,2
szmaja,6,2
szmajser,8,2
szmal,5,1
szmalcownictwo,14,4
szmalcownik,11,3
szmalec,7,2
szmalkaldzki,12,3
szmaragd,8,2
szmaragd,8,2
szmaragdowoniebieski,20,8
szmaragdowozielony,18,7
szmaragdowy,11,4
szmat,5,1
szmat,5,1
szmata,6,2
szmateczka,10,3
szmateks,8,2
szmatka,7,2
szmatki,7,2
szmatland,9,2
szmatławiec,11,3
szmatławiec,11,3
szmatławszy,11,3
szmatławy,9,3
szmaty,6,2
szmelc,6,1
szmelcarnia,11,3
szmelcować,10,3
szmer,5,1
szmerać,7,2
szmerek,7,2
szmergiel,9,2
szmergielowy,12,4
szmerglowy,10,3
szmermel,8,2
szmerowy,8,3
szmery,6,2
szmina,6,2
szminka,7,2
szminkarz,9,2
szminkować,10,3
szminkowy,9,3
szmira,6,2
szmiropisarstwo,15,5
szmirowatość,12,4
szmirowaty,10,4
szmirowy,8,3
szmirus,7,2
szmirzyć,8,2
szmizetka,9,3
szmizjerka,10,3
szmizjerkowaty,14,5
szmonces,8,2
szmoncesowy,11,4
szmotłochowate,14,5
szmuctytuł,10,3
szmugiel,8,2
szmugler,8,2
szmuglerka,10,3
szmuglerski,11,3
szmuglerskość,13,3
szmuglerstwo,12,3
szmuglerz,9,2
szmuglować,10,3
szmuklerski,11,3
szmuklerskość,13,3
szmuklerstwo,12,3
szmuklerz,9,2
szmyrgać,8,2
szmyrgnąć,9,2
sznaps,6,1
sznapsbaryton,13,4
sznapsgate,10,3
sznapsować,10,3
sznaucer,8,3
sznaucerka,10,4
szneka,6,2
sznela,6,2
szneler,7,2
sznika,6,2
sznur,5,1
sznureczek,10,3
sznureczkowy,12,4
sznurek,7,2
sznurem,7,2
sznurkować,10,3
sznurkowany,11,4
sznurkowaty,11,4
sznurkowy,9,3
sznurować,9,3
sznurowadło,11,4
sznurowanie,11,4
sznurowaty,10,4
sznurownia,10,3
sznurowy,8,3
sznurówka,9,3
sznury,6,2
sznycel,7,2
sznycelek,9,3
sznyt,5,1
sznytka,7,2
szoa,4,2
szoah,5,2
szochet,7,2
szodon,6,2
szody,5,2
szofar,6,2
szofer,6,2
szoferak,8,3
szoferczak,10,3
szoferka,8,3
szoferski,9,3
szoferskość,11,3
szoferstwo,10,3
szoferzyna,10,4
szogun,6,2
szogunat,8,3
szok,4,1
szoking,7,2
szokować,8,3
szokowy,7,3
szokujący,9,4
szolapurski,11,4
szoł,4,1
szołbiznes,10,3
szołdra,7,2
szołdra,7,2
szołochowowski,14,5
szołochowowskość,16,5
szon,4,1
szoner,6,2
szonizaur,9,4
szop,4,1
szopa,5,2
szopeczka,9,3
szopen,6,2
szopeniada,10,4
szopeniana,10,4
szopenista,10,4
szopenistka,11,4
szopenistyka,12,5
szopenizm,9,3
szopenograf,11,4
szopenolog,10,4
szopenologia,12,5
szopenologiczny,15,6
szopenowski,11,4
szopenowskość,13,4
szoperka,8,3
szopiasty,9,3
szopienicki,11,4
szopka,6,2
szopkarka,9,3
szopkarstwo,11,3
szopkarz,8,2
szopking,8,2
szopkować,9,3
szopkowy,8,3
szopoholiczka,13,5
szopoholik,10,4
szopowate,9,4
szopowaty,9,4
szopowy,7,3
szopy,5,2
szor,4,1
szor,4,1
szorciki,8,3
szorki,6,2
szorować,8,3
szorowy,7,3
szorstkarka,11,3
szorstki,8,2
szorstkolistne,14,4
szorstkolistny,14,4
szorstkoręki,12,4
szorstkość,10,2
szorstkowłosy,13,4
szorstuch,9,2
szort,5,1
szorthorn,9,2
szorthorny,10,3
szortopas,9,3
szortpress,10,2
szorty,6,2
szory,5,2
szos,4,1
szosa,5,2
szosować,8,3
szosowiec,9,3
szosowy,7,3
szosówka,8,3
szoszoński,10,3
szot,4,1
szot,4,1
szotować,8,3
szotowy,7,3
szotring,8,2
szott,5,1
szowinista,10,4
szowinistka,11,4
szowinistyczny,14,5
szowinizm,9,3
szósta,6,2
szóstak,7,2
szóstak,7,2
szósteczka,10,3
szóstka,7,2
szóstkowicz,11,3
szóstkowy,9,3
szóstoklasista,14,5
szóstoklasistka,15,5
szósty,6,2
szósty,6,2
szpachelka,10,3
szpachla,8,2
szpachlarz,10,2
szpachlować,11,3
szpachlować,11,3
szpachlowy,10,3
szpachlówka,11,3
szpaczek,8,2
szpaczy,7,2
szpada,6,2
szpadel,7,2
szpadelek,9,3
szpadka,7,2
szpadowy,8,3
szpadryna,9,3
szpadzista,10,3
szpadzistka,11,3
szpagat,7,2
szpagatowy,10,4
szpagatówka,11,4
szpak,5,1
szpaki,6,2
szpakowacieć,12,4
szpakowate,10,4
szpakowatość,12,4
szpakowaty,10,4
szpaler,7,2
szpalerek,9,3
szpalernik,10,3
szpalerowy,10,4
szpalta,7,2
szpaltka,8,2
szpaltować,10,3
szpaltowy,9,3
szpaltówka,10,3
szpalty,7,2
szpan,5,1
szpaner,7,2
szpanerka,9,3
szpanerski,10,3
szpanerskość,12,3
szpanerstwo,11,3
szpanować,9,3
szpanować,9,3
szpanówa,8,3
szpant,6,1
szpara,6,2
szparag,7,2
szparagarnia,12,4
szparagowate,12,5
szparagowaty,12,5
szparagowce,11,4
szparagowy,10,4
szparagówka,11,4
szpareczka,10,3
szpargał,8,2
szparka,7,2
szparki,7,2
szparkosz,9,2
szparkowaty,11,4
szparkowy,9,3
szparogi,8,3
szparoskrzelne,14,4
szparowy,8,3
szpas,5,1
szpat,5,1
szpatowy,8,3
szpatułka,9,3
szpąga,6,2
szpec,5,1
szpecić,7,2
szpeciel,8,2
szpeciele,9,3
szpecielowate,13,5
szpecielowaty,13,5
szpej,5,1
szpenio,7,2
szperacki,9,3
szperackość,11,3
szperactwo,10,3
szperacz,8,2
szperacz,8,2
szperaczka,10,3
szperać,7,2
szperanina,10,4
szperanka,9,3
szperka,7,2
szpetalski,10,3
szpetalskość,12,3
szpetnieć,9,2
szpetniej,9,2
szpetniejszy,12,3
szpetność,9,2
szpetny,7,2
szpetota,8,3
szpic,5,1
szpica,6,2
szpicak,7,2
szpicbergeński,14,4
szpicbergeńskość,16,4
szpicberski,11,3
szpicberskość,13,3
szpicbródka,11,3
szpicel,7,2
szpicelek,9,3
szpicgat,8,2
szpiclostwo,11,3
szpiclować,10,3
szpiclowski,11,3
szpiclowskość,13,3
szpiclówka,10,3
szpicować,9,3
szpicowaty,10,4
szpicowy,8,3
szpicówka,9,3
szpicruta,9,3
szpiczak,8,2
szpiczakowaty,13,5
szpiczakowy,11,4
szpiczastogłowy,15,5
szpiczasty,10,3
szpieg,6,1
szpiegoman,10,3
szpiegomania,12,5
szpiegomanka,12,4
szpiegostwo,11,3
szpiegować,10,3
szpiegowski,11,3
szpiegowskość,13,3
szpiegus,8,2
szpigat,7,2
szpigiel,8,2
szpik,5,1
szpikować,9,3
szpikowy,8,3
szpikulec,9,3
szpil,5,1
szpila,6,2
szpileczka,10,3
szpileczkowaty,14,5
szpilecznica,12,4
szpilka,7,2
szpilkarz,9,2
szpilki,7,2
szpilkować,10,3
szpilkowaty,11,4
szpilkowce,10,3
szpilkowe,9,3
szpilkowiec,11,3
szpilkowy,9,3
szpilman,8,2
szpilować,9,3
szpinaczek,10,3
szpinak,7,2
szpinakowaty,12,5
szpinakowy,10,4
szpindel,8,2
szpinecik,9,3
szpinet,7,2
szpinetowy,10,4
szpion,6,1
szpital,7,2
szpitalik,9,3
szpitalniany,12,4
szpitalnictwo,13,4
szpitalnicy,11,4
szpitalnik,10,3
szpitalny,9,3
szplajs,7,1
szplint,7,1
szpon,5,1
szpona,6,2
szponder,8,2
szponga,7,2
szpongi,7,2
szponiaste,10,3
szponiasty,10,3
szponowatość,12,4
szponowaty,10,4
szponton,8,2
szpotawość,10,3
szpotawy,8,3
szprechać,9,2
szpring,7,1
szpros,6,1
szprosować,10,3
szprot,6,1
szprotawianin,13,4
szprotawianka,13,4
szprotawski,11,3
szprotawskość,13,3
szprotka,8,2
szprotowy,9,3
szprudel,8,2
szpryca,7,2
szprycer,8,2
szprycer,8,2
szprycha,8,2
szprychowy,10,3
szprychy,8,2
szprycka,8,2
szprycować,10,3
szprync,7,1
szpula,6,2
szpularka,9,3
szpularnia,10,3
szpuleczka,10,3
szpuleczkowy,12,4
szpulka,7,2
szpulkowy,9,3
szpulować,9,3
szpulowarka,11,4
szpulowy,8,3
szpunt,6,1
szpuntować,10,3
szpuntowy,9,3
szpyrka,7,2
szraf,5,1
szrafa,6,2
szrafirunek,11,4
szrafować,9,3
szrafy,6,2
szrama,6,2
szranki,7,2
szrapnel,8,2
szrapnelowy,11,4
szrek,5,1
szrenc,6,1
szreniawski,11,3
szreń,5,1
szreński,8,2
szreńskość,10,2
szrociarz,9,2
szron,5,1
szronić,7,2
szronieć,8,2
szronik,7,2
szronisty,9,3
szronowy,8,3
szrot,5,1
szrotówek,9,3
szryft,6,1
sztab,5,1
sztaba,6,2
sztabik,7,2
sztabiński,10,3
sztabińskość,12,3
sztabka,7,2
sztabkowy,9,3
sztablatura,11,4
sztablaturowy,13,5
sztabowiec,10,3
sztabowy,8,3
sztabówka,9,3
sztabskapitan,13,4
sztabsoficer,12,4
sztabsoficerski,15,5
sztabsoficerskość,17,5
sztach,6,1
sztachać,8,2
sztacheta,9,3
sztachetka,10,3
sztachetowy,11,4
sztachnąć,9,2
sztachnięcie,12,4
sztafaż,7,2
sztafażowy,10,4
sztafeta,8,3
sztafetowy,10,4
sztafirować,11,4
sztafok,7,2
sztag,5,1
sztaglina,9,3
sztagownik,10,3
sztagowy,8,3
sztagżagiel,11,3
sztajer,7,2
sztajerek,9,3
sztajngut,9,2
sztajnkelerka,13,4
sztaksel,8,2
sztakslowy,10,3
sztaluga,8,3
sztalugi,8,3
sztalugowiec,12,4
sztalugowy,10,4
sztama,6,2
sztama,6,2
sztamajza,9,3
sztambuch,9,2
sztambuchowy,12,4
sztamowy,8,3
sztampa,7,2
sztampowatość,13,4
sztampowaty,11,4
sztampowość,11,3
sztampowy,9,3
sztanca,7,2
sztancować,10,3
sztancownia,11,3
sztancowy,9,3
sztandar,8,2
sztandarek,10,3
sztandarowość,13,4
sztandarowy,11,4
sztandarowy,11,4
sztanga,7,2
sztangielka,11,3
sztangietka,11,3
sztangista,10,3
sztangistka,11,3
sztangowy,9,3
sztankiet,9,2
sztankietowy,12,4
sztany,6,2
sztapel,7,2
sztaplarka,10,3
sztapler,8,2
sztaplować,10,3
sztaplowisko,12,4
sztaplowy,9,3
sztauer,7,3
sztauerka,9,4
sztauerski,10,4
sztauerskość,12,4
sztauować,9,4
szteg,5,1
sztelwaga,9,3
szterling,9,2
szterlingowy,12,4
sztetl,6,1
sztetł,6,1
sztetyna,8,3
sztil,5,1
sztober,7,2
sztof,5,1
sztof,5,1
sztok,5,1
sztokada,8,3
sztokfisz,9,2
sztokholmczyk,13,3
sztokholmka,11,3
sztokholmski,12,3
sztokholmskość,14,3
sztolnia,8,2
sztolniowy,10,3
szton,5,1
sztorc,6,1
sztorcem,8,2
sztorcować,10,3
sztorcowy,9,3
sztorm,6,1
sztorman,8,2
sztormfok,9,2
sztormiak,9,2
sztormlina,10,3
sztormować,10,3
sztormowy,9,3
sztormówka,10,3
sztormreling,12,3
sztormszpigat,13,3
sztormtrap,10,2
sztort,6,1
sztos,5,1
sztos,5,1
sztosik,7,2
sztrab,6,1
sztraba,7,2
sztrasburczyk,13,3
sztrasburka,11,3
sztrasburski,12,3
sztrasburskość,14,3
sztraser,8,2
sztruks,7,1
sztruksowy,10,3
sztruksy,8,2
sztrych,7,1
sztuba,6,2
sztubacki,9,3
sztubackość,11,3
sztubactwo,10,3
sztubaczka,10,3
sztubak,7,2
sztuca,6,2
sztucer,7,2
sztuciec,8,2
sztuczka,8,2
sztuczki,8,2
sztuczkowy,10,3
sztuczniej,10,2
sztuczniejszy,13,3
sztuczność,10,2
sztuczny,8,2
sztuczydło,10,3
sztuczysko,10,3
sztućce,7,2
sztufada,8,3
sztuka,6,2
sztukamięs,10,3
sztukas,7,2
sztukateria,11,4
sztukateryjny,13,5
sztukator,9,3
sztukatorski,12,4
sztukatorskość,14,4
sztukatorstwo,13,4
sztukatura,10,4
sztukmistrz,11,2
sztukmistrzostwo,16,4
sztukmistrzowski,16,4
sztukmistrzowskość,18,4
sztukmistrzyni,14,4
sztukopis,9,3
sztukopodobny,13,5
sztukować,9,3
sztukowanie,11,4
sztumianin,10,3
sztumianka,10,3
sztumski,8,2
sztumskość,10,2
sztundysta,10,3
szturarz,8,2
szturchać,9,2
szturchaniec,12,3
szturchanina,12,4
szturchnąć,10,2
szturchnięcie,13,4
szturm,6,1
szturmak,8,2
szturman,8,2
szturmański,11,3
szturmańskość,13,3
szturmem,8,2
szturmować,10,3
szturmowiec,11,3
szturmowiec,11,3
szturmowość,11,3
szturmowszczyzna,16,4
szturmowy,9,3
szturmówka,10,3
szturpak,8,2
szturwał,8,2
sztutowianin,12,4
sztutowianka,12,4
sztutowski,10,3
sztutowskość,12,3
sztyber,7,2
sztyblet,8,2
sztyblety,9,3
sztyca,6,2
sztych,6,1
sztycharnia,11,3
sztycharski,11,3
sztycharskość,13,3
sztycharstwo,12,3
sztycharz,9,2
sztychować,10,3
sztychowy,9,3
sztychówka,10,3
sztyfcik,8,2
sztyft,6,1
sztyftowy,9,3
sztygar,7,2
sztygarka,9,3
sztygarówka,11,4
sztygarski,10,3
sztygarskość,12,3
sztylecik,9,3
sztylecikowaty,14,6
sztylet,7,2
sztyletować,11,4
sztyletowaty,12,5
sztyletowy,10,4
sztylpa,7,2
sztylpy,7,2
sztymować,9,3
sztynk,6,1
sztywna,7,2
sztywniacki,11,3
sztywniackość,13,3
sztywniactwo,12,3
sztywniaczek,12,3
sztywniaczka,12,3
sztywniak,9,2
sztywniara,10,3
sztywnieć,9,2
sztywniej,9,2
sztywniejszy,12,3
sztywnik,8,2
sztywnosłomy,12,4
sztywność,9,2
sztywny,7,2
sztywny,7,2
szu,3,1
szuan,5,2
szuaneria,9,4
szuba,5,2
szubak,6,2
szubienica,10,4
szubieniczka,12,4
szubienicznik,13,4
szubieniczny,12,4
szubinianin,11,4
szubinianka,11,4
szubiński,9,3
szubińskość,11,3
szubka,6,2
szubrawiec,10,3
szubrawo,8,3
szubrawski,10,3
szubrawskość,12,3
szubrawstwo,11,3
szubrawy,8,3
szudziałowski,13,4
szudziałowskość,15,4
szufata,7,3
szufelka,8,3
szufla,6,2
szuflada,8,3
szufladeczka,12,4
szufladka,9,3
szufladkować,12,4
szufladkowy,11,4
szufladowy,10,4
szuflarka,9,3
szufle,6,2
szuflować,9,3
szuja,5,2
szuja,5,2
szujka,6,2
szujostwo,9,3
szujowatość,11,4
szujowaty,9,4
szukacz,7,2
szukać,6,2
szukanina,9,4
szukarek,8,3
szulborski,10,3
szuler,6,2
szulerka,8,3
szulernia,9,3
szulerować,10,4
szulerski,9,3
szulerskość,11,3
szulerstwo,10,3
szum,4,1
szumek,6,2
szumidło,8,3
szumieć,7,2
szumniej,8,2
szumniejszy,11,3
szumność,8,2
szumny,6,2
szumować,8,3
szumowina,9,4
szumowiny,9,4
szumowski,9,3
szumowskość,11,3
szumowy,7,3
szumówka,8,3
szumy,5,2
szungit,7,2
szupas,6,2
szupasować,10,4
szupasowy,9,4
szupaśnik,9,3
szupin,6,2
szupinka,8,3
szupinkowy,10,4
szupo,5,2
szupowiec,9,3
szur,4,1
szurać,6,2
szurf,5,1
szurfować,9,3
szurgać,7,2
szurgnąć,8,2
szurgot,7,2
szurgotać,9,3
szurnąć,7,2
szurnięty,9,3
szurpaty,8,3
szurpek,7,2
szurpkowate,11,4
szuryzm,7,2
szus,4,1
szus,4,1
szusnąć,7,2
szusować,8,3
szusowy,7,3
szustać,7,2
szustnąć,8,2
szuszwol,8,2
szuśnięcie,10,4
szuter,6,2
szutrować,9,3
szutrowisko,11,4
szutrowy,8,3
szutrówka,9,3
szuwaks,7,2
szuwaks,7,2
szuwaksować,11,4
szuwaksowaty,12,5
szuwaksowy,10,4
szuwar,6,2
szuwarowy,9,4
szwa,4,1
szwab,5,1
szwabacha,9,3
szwabić,7,2
szwabka,7,2
szwabski,8,2
szwabskość,10,2
szwacz,6,1
szwaczka,8,2
szwaczkacz,10,2
szwadron,8,2
szwadronik,10,3
szwadronowy,11,4
szwagier,8,2
szwagiereczka,13,4
szwagierek,10,3
szwagierka,10,3
szwagierski,11,3
szwagierskość,13,3
szwagrostwo,11,3
szwagrostwo,11,3
szwagrowski,11,3
szwagrowskość,13,3
szwagrowy,9,3
szwajcar,8,2
szwajcarski,11,3
szwajcarskość,13,3
szwajsować,10,3
szwalnia,8,2
szwalnictwo,11,3
szwalniczy,10,3
szwalność,9,2
szwalny,7,2
szwank,6,1
szwankować,10,3
szwarc,6,1
szwarccharakter,15,4
szwarceneger,12,4
szwarcować,10,3
szwarcowy,9,3
szwarcwaldzki,13,3
szwarcwaldzkość,15,3
szwargolić,10,3
szwargot,8,2
szwargotać,10,3
szwed,5,1
szwedka,7,2
szwedy,6,2
szwedzki,8,2
szwedzki,8,2
szwedzkojęzyczny,16,5
szwedzkość,10,2
szwej,5,1
szweja,6,2
szwejkostwo,11,3
szwejkowski,11,3
szwejkowskość,13,3
szwejsować,10,3
szwendać,8,2
szwendanina,11,4
szwenk,6,1
szwenkier,9,2
szwert,6,1
szwerta,7,2
szwindel,8,2
szwindelek,10,3
szwindlarz,10,2
szwindlować,11,3
szwoleżer,9,3
szwoleżerski,12,4
szwoleżerskość,14,4
szwung,6,1
szwy,4,1
szwyc,5,1
szwyce,6,2
szyb,4,1
szyba,5,2
szybciej,8,2
szybciorem,10,3
